Feature1,Feature2,Feature3,Feature4,Feature5,Feature6,Feature7,Feature8,Feature9,Feature10,Feature11,Feature12,Feature13,Feature14,Feature15,Feature16,Feature17,Feature18,Feature19,Feature20
0.9317078586515429,-0.9934987880923858,0.9858144303002808,-0.9771088583302339,0.9269040701389979,-1.1390154782299955,0.9011666989766091,-1.030042209903773,0.8993069724381575,-1.0106221667395074,0.9511204299016442,-0.9305180463562661,0.9423768137372276,-1.0896637930445827,0.9921540574595178,-0.9400834926260215,0.9915748997351551,-0.9848173202086423,1.0570705620537149,-1.0420244898731126
1.0008716330832943,-1.0733007717005076,0.9728263808973503,-0.9683737253312716,1.070855312198286,-1.048583017776197,0.9723059493935733,-0.9703744109136594,0.9553994162472413,-1.0210186929553662,1.0255485334430143,-1.012442683763888,1.1168525028217366,-1.015861034991859,1.018293785141154,-0.9681311380039277,1.0183625942536023,-0.9399965427694217,0.9615068285680113,-1.0412287489125072
0.9976925034516618,-0.9638078808966428,1.0100908848920116,-1.0750308007412246,1.086656775388743,-0.9795484778557769,1.0528569480417598,-1.0331432240013527,1.003734014618848,-0.9830785110839728,0.9635596498306153,-0.9173143088195638,0.9785254735536397,-1.055800443124265,1.0008798970931014,-1.0349124775579113,0.9792868847419761,-0.979659997385934,1.0084554191297774,-1.0299763164773181
1.0859007793743096,-0.9367693437962488,0.9827492440557877,-1.034591033916308,0.8836025380252709,-0.987084676267756,1.0771956423451061,-0.9903757874082523,1.0568311616433894,-1.0314227430318728,0.9358469465239054,-0.9965544853878598,1.0839798451819391,-1.0771026633183969,1.0269293406861397,-0.9681659020753833,0.9392451922763868,-1.0264454918010932,0.9301288089171637,-1.0497995602275783
1.057755039407845,-0.9965825702813875,0.9096316627639499,-1.006555747526674,1.0611860471004673,-0.9446940975786294,0.9491293989523443,-0.9200996619807887,1.0363236426729827,-0.9511347374820524,0.9974298635690523,-0.9563288620385347,1.0693136650593327,-0.9628507589332833,0.968594725283223,-0.9827968172186718,0.9181473329616268,-0.9871933072592861,0.9658427025009914,-0.9028708923767204
1.0660083713880928,-0.9536607619740712,0.9837771386856391,-1.0586808199615032,0.998538607646282,-0.9228865094150805,1.0261838745232224,-1.0830292835890138,0.9349299859490706,-1.0251053432145159,1.010828064054082,-1.0290311974087467,0.9720303766213522,-0.9372318458236154,1.0098932238108764,-1.076861448836035,0.9272527413128496,-0.9928766285313798,1.0310065448203074,-1.0041224439436358
1.0011763711604855,-1.053282022713281,0.9693469632585778,-1.0318355527335497,0.9079184979224607,-0.9245965999710055,1.056663701481328,-0.9438174639786125,0.9503594738995786,-0.996807296333591,0.9725508048357663,-0.913070877055061,1.0135798985737998,-1.0057962139809211,1.0047591092595454,-0.9510934158029251,1.0185846577988844,-0.9126297776790839,0.9327644612909402,-0.9681513263902535
1.0566396364821566,-1.034799353147151,1.0994578673931603,-0.9391408120596756,1.021256434461605,-1.031280674404434,0.9243611608666888,-1.0539331666616683,0.9886420852353407,-0.9851146900001814,0.9386066710352949,-0.9318298127857578,1.0138289080956688,-1.0662098360845256,1.002453665922548,-0.9271501366665552,0.944330532554581,-0.9459285607661003,1.1032955810596616,-0.9853159913567222
0.936907020616084,-1.0942278822220193,0.9922165393846818,-0.9675159974650183,0.9712346080200045,-1.0291212418410647,0.9908960160549535,-1.0207856100741104,1.0622509461511527,-0.9652235306288726,0.998970738224627,-1.0649607092231366,1.0777525673999775,-1.081966987410029,1.0549378633401776,-1.0421983149435916,1.0412087151211686,-0.9224855451176303,1.0384598113754648,-0.9881629841624289
1.0668798844774066,-1.0784849073652172,1.0037622167010793,-0.9958180769714085,0.9700447708721546,-0.971949267469891,0.9874825736358566,-1.0542688731414254,0.992130652567225,-1.062668378186575,0.985578678784263,-1.0077559680503945,1.0848787607248989,-0.9986261504095989,0.979825174977675,-0.9570907938114123,1.0265642514667659,-1.0254704857826529,1.1101652138015479,-1.0232225408909916
