DCT1,DCT2,DCT3,DCT4,DCT5,DCT6
-0.0007501573741362571,-0.1615239463217248,-0.6439752743160145,-0.02989791908448974,1.1082161380592046,0.9056731334783779
-0.6620123204808269,1.5740976680752727,-1.1869312106118772,1.049463601847856,0.5930851410369654,1.4946901476620897
-0.2513309578676055,0.14351706364470002,0.24395431702341344,-0.07953144997919043,-0.2023293813219394,-0.34246277278313253
-0.045976998959561095,0.7144024009194664,1.1824982932983188,0.6130067026300485,-0.2136327846592219,-0.6854549733262076
0.5589479053815087,0.4418340519423542,-0.9000077964305591,-1.4884050542398268,-0.6366474382524958,-0.05976952996867969
0.7788051529903207,0.6596838378379418,-0.7644509673139452,-1.169527034938269,-0.03953377345980299,0.4637912320446662
-1.5648907463370787,1.2303967471358501,0.45269553382174216,1.8924825536029566,-0.6761147235687688,-0.584070961063705
0.30978228133095903,0.4668503882323064,0.9596168186843408,0.19738794823837608,0.2437004797249244,-0.22638060689579417
0.7847678063346123,-1.2459109558180832,-1.5329713225354824,0.022463775312165413,1.9240472333729495,0.13716586547501247
0.5720053330146566,0.21725540533734217,-0.7373867181029967,-0.0909563159231827,0.8409542827718053,0.394790051134909
1.4506907787193206,-1.3952233572393635,1.6327435409428341,-1.8414126606672672,0.4693493429797959,-0.871446558101064
-0.14359801845946396,-0.2388017837204202,-0.8266952125209753,-0.6661401821965499,0.48388365559889895,0.7245459561516437
-0.7573319129173183,-0.14691992308527543,-1.4882380847922,-0.4714226064467615,0.20600858667044472,0.8424694443708737
0.33468383981679256,-0.4203080424675416,-0.15408400154719645,-1.0247030922705016,0.2992403053304373,0.16219561905055532
-0.23719288056755158,-0.021640487907281784,-0.07143269602002945,0.026049420923059795,0.5779049289841879,0.47607867092632444
-0.8837385867156528,-0.4208469808425053,1.2715525558806535,0.3134382824642487,-0.8943548302087173,-1.6460606961887385
-0.956159027242418,-0.31257604703005526,-0.4350518926827222,-0.15287654391935682,-0.38162522033662927,-0.2739453273545474
-0.5423893934603997,-0.21327163648268943,0.024016565294661996,-0.14762985899330944,-0.17165395476018097,-0.29671302402838995
-0.9604247607436288,-1.1466720859177826,1.0376027425641214,0.6295623528968333,0.8286251864752241,-0.17466199037637162
1.1530720487887565,0.708530466312626,-0.34203880129135295,-1.1846370861297912,0.16281223984112067,0.43964149221473103
1.4950435830542312,-0.35702044429447116,-0.23328403122723315,-1.7061870426987222,1.214055147062251,1.0403509806517368
-0.0991622852838298,2.0355685690874497,0.020557331124720822,0.7260514630554684,-0.8044633116925092,-0.2597088236538986
-1.5127294488200904,-0.7483351255146143,0.911384635065091,1.0022886186698383,0.04459089028331315,-0.7055385427099934
