PC1,PC2,PC3,PC4,PC5,PC6
-0.8461674001409536,-0.200697677468936,-0.5097715126644115,1.0130542964761962,-0.449398427152046,0.495672921354695
0.09719535310172708,-0.9038843218881429,-1.1564425413055792,0.1979028006502828,-1.8208133602028589,1.5791554663534333
0.43584411276055934,0.10177357859871483,-0.04083191288664231,-0.19243550533975487,0.2524599936674819,-0.07119423011498678
0.4805026439715726,-0.325925254432578,-0.5391010007623852,-1.2944676142832376,0.6946967832525468,-0.12673443368445653
0.10508574417551507,1.266393696397645,1.1864077808872264,0.18840272636220565,-0.21295513974191035,0.9158008394608478
-0.46925453923562976,0.8276578349127623,0.7506689585279543,0.1940133246221992,-0.26159135897278196,1.2789729537678756
1.867127172277166,-1.0058311427201887,-1.3729693029137662,-1.274191400249084,-0.6662961605180305,-0.31150201042231124
-0.17679239373224906,-0.2354131422233551,-0.3805611009173048,-0.766017755235224,0.7345200609072049,0.16301631781011125
-1.9823156347248208,0.8661551919002778,-0.7107650739941042,1.4740517064373893,-0.7741265076500892,-0.5313616300300721
-0.9360078683987392,0.35504383137435447,-0.3218944608976533,0.33719953978563566,-0.502753275655984,0.5632213100562533
-1.2784984025014292,0.9663182082710978,1.0746163570613947,0.12799031817358408,2.627637512610157,-0.6659745789926474
-0.3439434076555901,0.2042277409961884,0.15551776648382384,1.1606598448175232,-0.37967442726628997,0.5370743660247237
0.22926022439261834,0.17793236875681853,0.08856372084018577,1.4764704956235195,-1.099480372869318,0.5509422272228578
-0.47342537980125726,0.5192947566890004,0.500124105005667,0.6983173747362129,0.4321539425344128,0.24485846592163193
-0.23567967031803277,-0.29242870630975903,-0.3923775260459795,0.5056166183199217,-0.040608962941774567,0.26611680281682737
1.4711334270951055,0.06589817721389142,-0.11755630061342094,-0.8156690402818719,1.1025816924765783,-1.4557417086560127
0.930907071025608,0.1830011074178413,0.048727760577409907,0.5766744698487427,-0.2604500149106198,-0.3773985684170342
0.5470414812499211,0.10873626738206296,-0.01388284469773039,0.2491926020655763,0.14577666441501136,-0.2914234621865441
0.07751657576296804,-0.8851244771209988,-0.9624860118727503,0.6544223402817413,0.9067113344864736,-1.2087761520082585
-0.8299465200430522,0.7664924611015671,0.7040615152676815,-0.07247450440029779,0.12913342810109874,1.3333364442456113
-1.9920248385030324,0.6406559358422211,0.725950524810879,1.0699323385874693,0.6804336630249896,1.170906619281366
0.9872841292524538,-0.0859142602057823,-0.4061792558177139,-1.6630296482911968,-0.6728752344935771,1.0149060498208327
1.1000182321881524,-0.809819466693196,-0.9802580241403656,0.13226056556482826,0.5321410139584373,-1.4338454821515858
